ID,language,title,abstract,lowerCorner,upperCorner,link,download,protocol,source,subject
||csr:hid_foz_maritima_a||,||pt||,||hid_foz_maritima_a(csr:hid_foz_maritima_a)||,||Polígonos referentes aos Estuários.||,||-60.73466818525273 -32.72217207107091||,||-26.322712491016855 1.6897836231649654||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:hid_foz_maritima_a||,||WFS||,||IBAMA||,||hid_foz_maritima_a,features||
||csr:hid_massa_dagua_a||,||pt||,||hid_massa_dagua_a(csr:hid_massa_dagua_a)||,||Pontos referentes hid_massa_dagua_a.||,||-78.82160882949827 -42.620995807325855||,||-22.831091594696016 13.3695214274764||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:hid_massa_dagua_a||,||WFS||,||IBAMA||,||features,hid_massa_dagua_a||
||csr:hid_ponto_drenagem_p||,||pt||,||hid_ponto_drenagem_p(csr:hid_ponto_drenagem_p)||,||Pontos referentes a Foz de Rio.||,||-64.85610046769368 -35.516106275206106||,||-23.31519851301922 6.024795679468349||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:hid_ponto_drenagem_p||,||WFS||,||IBAMA||,||features,hid_ponto_drenagem_p||
||csr:hid_recife_a||,||pt||,||hid_recife_a(csr:hid_recife_a)||,||Polígonos referentes aos Recifes.||,||-40.74514721664754 -13.652368652878302||,||-30.261902343899344 -3.1691237801301044||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:hid_recife_a||,||WFS||,||IBAMA||,||features,hid_recife_a||
||csr:hid_rocha_em_agua_a||,||pt||,||hid_rocha_em_agua_a(csr:hid_rocha_em_agua_a)||,||Polígonos referentes ao Costão.||,||-55.61269068793528 -31.42236924195805||,||-28.828242539603817 -4.637921093626591||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:hid_rocha_em_agua_a||,||WFS||,||IBAMA||,||features,hid_rocha_em_agua_a||
||csr:hid_trecho_drenagem_l||,||pt||,||hid_trecho_drenagem_l(csr:hid_trecho_drenagem_l)||,||Linhas referentes a Hidrografia.||,||-76.6406030409205 -36.52031824481139||,||-32.10406782699941 8.016216969109689||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:hid_trecho_drenagem_l||,||WFS||,||IBAMA||,||features,hid_trecho_drenagem_l||
||csr:lim_area_particular_a||,||pt||,||lim_area_particular_a(csr:lim_area_particular_a)||,||||,||-69.61137963960398 -34.30496253163624||,||-31.806470854780805 3.499946253186942||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:lim_area_particular_a||,||WFS||,||IBAMA||,||features,lim_area_particular_a||
||csr:lim_area_uso_comunitario_a||,||pt||,||lim_area_uso_comunitario_a(csr:lim_area_uso_comunitario_a)||,||||,||-73.67830064402776 -34.25285198758642||,||-33.43949339283754 5.985955263603794||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:lim_area_uso_comunitario_a||,||WFS||,||IBAMA||,||features,lim_area_uso_comunitario_a||
||csr:lim_municipio_a||,||pt||,||lim_municipio_a(csr:lim_municipio_a)||,||Polígonos referentes aos Municípios.||,||-72.97425591926415 -37.51047241633785||,||-26.433550477220127 9.030233025706174||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:lim_municipio_a||,||WFS||,||IBAMA||,||features,lim_municipio_a||
||csr:tra_edif_constr_portuaria_p||,||pt||,||portos(csr:tra_edif_constr_portuaria_p)||,||Pontos referentes aos Portos e Terminal.||,||-120.53245624542267 -80.26037487027482||,||34.31662448883058 74.58870586397843||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:tra_edif_constr_portuaria_p||,||WFS||,||IBAMA||,||features,tra_edif_constr_portuaria_p||
||csr:tra_edif_metro_ferroviaria_p||,||pt||,||tra_edif_metro_ferroviaria_p(csr:tra_edif_metro_ferroviaria_p)||,||||,||-64.9601878021587 -34.28202212754117||,||-27.51410113827101 3.164064536346526||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:tra_edif_metro_ferroviaria_p||,||WFS||,||IBAMA||,||features,tra_edif_metro_ferroviaria_p||
||csr:tra_trecho_duto_l||,||pt||,||tra_trecho_duto_l(csr:tra_trecho_duto_l)||,||Linhas referentes aos Eixos Dutoviários.||,||-65.038637197113 -31.35843596424569||,||-34.20952030410769 -0.5293190712403755||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:tra_trecho_duto_l||,||WFS||,||IBAMA||,||features,tra_trecho_duto_l||
||csr:tra_trecho_ferroviario_l||,||pt||,||tra_trecho_ferroviario_l(csr:tra_trecho_ferroviario_l)||,||Linhas referentes aos Eixos Ferroviários.||,||-76.3360953247262 -41.110069504616504||,||-22.22917796018587 12.996847859923838||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:tra_trecho_ferroviario_l||,||WFS||,||IBAMA||,||features,tra_trecho_ferroviario_l||
||csr:tra_trecho_rodoviario_l||,||pt||,||tra_trecho_rodoviario_l(csr:tra_trecho_rodoviario_l)||,||Linhas referentes aos Eixos Rodoviários e Trechos Rodoviários.||,||-72.7456280240404 -34.71208276802197||,||-32.393974637092406 5.639570618926027||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:tra_trecho_rodoviario_l||,||WFS||,||IBAMA||,||features,tra_trecho_rodoviario_l||
||csr:veg_caatinga_mdbbs_2008_a||,||pt||,||veg_caatinga_mdbbs_2008_a(csr:veg_caatinga_mdbbs_2008_a)||,||||,||-46.87439927531656 -16.494763845714612||,||-32.80218664962514 -2.4225512200231876||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:veg_caatinga_mdbbs_2008_a||,||WFS||,||IBAMA||,||features,veg_caatinga_mdbbs_2008_a||
||csr:veg_caatinga_mdbbs_2009_a||,||pt||,||veg_caatinga_mdbbs_2009_a(csr:veg_caatinga_mdbbs_2009_a)||,||||,||-47.23504515016325 -16.761319319338984||,||-32.62586737723735 -2.152141546413088||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:veg_caatinga_mdbbs_2009_a||,||WFS||,||IBAMA||,||features||
||csr:veg_cerrado_mdbbs_2008_a||,||pt||,||veg_cerrado_mdbbs_2008_a(csr:veg_cerrado_mdbbs_2008_a)||,||||,||-62.890820885414065 -25.605186474767088||,||-38.727153220849324 -1.4415188102023488||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:veg_cerrado_mdbbs_2008_a||,||WFS||,||IBAMA||,||features,veg_cerrado_mdbbs_2008_a||
||csr:veg_cerrado_mdbbs_2009_a||,||pt||,||veg_cerrado_mdbbs_2009_a(csr:veg_cerrado_mdbbs_2009_a)||,||||,||-62.7506716820649 -25.567385648151152||,||-38.826879797789594 -1.64359376387585||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:veg_cerrado_mdbbs_2009_a||,||WFS||,||IBAMA||,||features,veg_cerrado_mdbbs_2009_a||
||csr:veg_cerrado_mdbbs_2010_a||,||pt||,||veg_cerrado_mdbbs_2010_a(csr:veg_cerrado_mdbbs_2010_a)||,||||,||-62.940285996608274 -25.77368656814043||,||-38.59661755550552 -1.4300181270376802||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:veg_cerrado_mdbbs_2010_a||,||WFS||,||IBAMA||,||features,veg_cerrado_mdbbs_2010_a||
||csr:veg_cerrado_mdbbs_2011_a||,||pt||,||veg_cerrado_mdbbs_2011_a(csr:veg_cerrado_mdbbs_2011_a)||,||||,||-63.10624285433632 -26.023366119935165||,||-38.33247142466356 -1.2495946902623998||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:veg_cerrado_mdbbs_2011_a||,||WFS||,||IBAMA||,||features,veg_cerrado_mdbbs_2011_a||
||csr:veg_mata_atlantica_mdbbs_2008_a||,||pt||,||veg_mata_atlantica_mdbbs_2008_a(csr:veg_mata_atlantica_mdbbs_2008_a)||,||||,||-58.384285564430066 -30.69305188263125||,||-32.07512456606553 -4.383890884266719||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:veg_mata_atlantica_mdbbs_2008_a||,||WFS||,||IBAMA||,||features,veg_mata_atlantica_mdbbs_2008_a||
||csr:veg_mata_atlantica_mdbbs_2009_a||,||pt||,||veg_mata_atlantica_mdbbs_2009_a(csr:veg_mata_atlantica_mdbbs_2009_a)||,||||,||-57.27358704462822 -30.646606046748214||,||-34.66558927730238 -8.038608279422379||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:veg_mata_atlantica_mdbbs_2009_a||,||WFS||,||IBAMA||,||features,veg_mata_atlantica_mdbbs_2009_a||
||csr:veg_pampa_mdbbs_2008_a||,||pt||,||veg_pampa_mdbbs_2008_a(csr:veg_pampa_mdbbs_2008_a)||,||||,||-57.83653477393711 -35.086035331015935||,||-49.498796784977195 -26.748297342056013||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:veg_pampa_mdbbs_2008_a||,||WFS||,||IBAMA||,||veg_pampa_mdbbs_2008_a,features||
||csr:veg_pampa_mdbbs_2009_a||,||pt||,||veg_pampa_mdbbs_2009_a(csr:veg_pampa_mdbbs_2009_a)||,||||,||-57.763589510871434 -34.97459656585178||,||-49.61082554841016 -26.82183260339051||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:veg_pampa_mdbbs_2009_a||,||WFS||,||IBAMA||,||features,veg_pampa_mdbbs_2009_a||
||csr:veg_pantanal_mdbbs_2008_a||,||pt||,||veg_pantanal_mdbbs_2008_a(csr:veg_pantanal_mdbbs_2008_a)||,||||,||-60.84450707171871 -22.608673326329765||,||-53.26949944740849 -15.033665702019546||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:veg_pantanal_mdbbs_2008_a||,||WFS||,||IBAMA||,||features,veg_pantanal_mdbbs_2008_a||
||csr:veg_pantanal_mdbbs_2009_a||,||pt||,||veg_pantanal_mdbbs_2009_a(csr:veg_pantanal_mdbbs_2009_a)||,||||,||-60.52296486451538 -22.287532182095624||,||-53.56510113868042 -15.329668456260661||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:veg_pantanal_mdbbs_2009_a||,||WFS||,||IBAMA||,||features,veg_pantanal_mdbbs_2009_a||
||csr:vw_3D_deter||,||pt||,||vw_3D_deter(csr:vw_3D_deter)||,||||,||-57.53534581876958 -10.216664663564385||,||-49.736062993230206 -2.417381838025009||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:vw_3D_deter||,||WFS||,||IBAMA||,||features,vw_3D_deter||
||csr:vw_3D_nuvem||,||pt||,||vw_3D_nuvem(csr:vw_3D_nuvem)||,||||,||-57.30667653958192 -9.984601550895901||,||-49.96473227241787 -2.642657283731846||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:vw_3D_nuvem||,||WFS||,||IBAMA||,||features,vw_3D_nuvem||
||csr:vw_brasil_adm_embargo_a||,||pt||,||vw_brasil_adm_embargo_a(csr:vw_brasil_adm_embargo_a)||,||Polígono referente as Áreas Embargadas dos Dados Públicos.||,||-93.06031930168038 -53.427082321371344||,||-15.37837478959749 24.25486219071154||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:vw_brasil_adm_embargo_a||,||WFS||,||IBAMA||,||features,embargo_brasil_new||
||csr:hid_area_desova_tartarugas_l||,||pt||,||Áreas de Desova de Tartarugas(csr:hid_area_desova_tartarugas_l)||,||Pontos referentes as Áreas de Desova de Tartarugas.||,||-47.15139356087633 -22.482717852501846||,||-27.03592535712346 -2.3672496487489796||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:hid_area_desova_tartarugas_l||,||WFS||,||IBAMA||,||features,area_desova_tartarugas_l||
||csr:eco_indice_sensibilidade_litoral_l||,||pt||,||Índice de Sensibilidade do Litoral(csr:eco_indice_sensibilidade_litoral_l)||,||Pontos referentes aos Índices de Sensibilidade do Litoral.||,||-63.55277645456078 -34.12819888969778||,||-24.600645014439017 4.823932550423981||,||||,||http://siscom.ibama.gov.br/geoserver/wfs?request=GetFeature__service=wfs__acceptFormats=application%2Fxml__typename=csr:eco_indice_sensibilidade_litoral_l||,||WFS||,||IBAMA||,||indice_sensibilidade_litoral_l,features||
