"ID","language","title","abstract","lowerCorner","upperCorner","link","download","protocol","source","subject"
"CGED:BDG_VT","pt","Banco de Dados Geodésicos - Vértices de Triangulação(CGED:BDG_VT)","Conjunto de dados relacionados às estações geodésicas planimétricas existentes no Banco de Dados Geodésicos, cujas coordenadas foram obtidas pelo método clássico de triangulação.","-60.174 -31.623","-34.865 -2.907","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGED:BDG_VT","WFS","IBGE",""
"CCAR:barragem","pt","Barragem(CCAR:barragem)","","-61.091 3.215","-61.088 3.216","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CCAR:barragem","WFS","IBGE",""
"CGEO:ANMS2010_09_SCN_BCIM","pt","Base Cartografica do Brasil Contínua ao Milionésimo(CGEO:ANMS2010_09_SCN_BCIM)","","-74.9317403537463 -34.99190645714013","-29.999999879999997 5.613041507123159","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:ANMS2010_09_SCN_BCIM","WFS","IBGE","features,ANMS2010_09_SCN_BCIM"
"CGEO:ANMS2010_09_SCN_BC_250","pt","Base Cartográfica Contínua (1:250.000)(CGEO:ANMS2010_09_SCN_BC_250)","","-74.7265473051134 -34.0004772833774","-34.5002900901443 5.605716672106287","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:ANMS2010_09_SCN_BC_250","WFS","IBGE","features,ANMS2010_09_SCN_BC_250"
"CGEO:ANMS2010_07_beneficiamento_arroz_2007","pt","Beneficiamento de arroz 2007(CGEO:ANMS2010_07_beneficiamento_arroz_2007)","","-64.2274703979492 -33.51947784336924","-34.8552856445312 2.9796426295253187","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:ANMS2010_07_beneficiamento_arroz_2007","WFS","IBGE","ANMS2010_07_beneficiamento_arroz_2007,features"
"CGEO:ANMS2010_07_beneficiamento_cafe_2007","pt","Beneficiamento de cafe em 2007(CGEO:ANMS2010_07_beneficiamento_cafe_2007)","","-63.9044647216797 -29.944482802528068","-37.2803039550781 -4.776397704921327","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:ANMS2010_07_beneficiamento_cafe_2007","WFS","IBGE","features,ANMS2010_07_beneficiamento_cafe_2007"
"CGEO:C04_bioma_2010","pt","Bioma 2010(CGEO:C04_bioma_2010)","","-73.9800465944774 -33.75435433519246","-34.8228557605083 5.2508030355791115","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C04_bioma_2010","WFS","IBGE","features,C04_bioma_2010"
"CGEO:IDS_11_Desm_Bioma_Caat_Pamp_Pant_1_4","pt","Bioma Caatinga(CGEO:IDS_11_Desm_Bioma_Caat_Pamp_Pant_1_4)","","-44.508872815 -16.08887556349697","-35.172107348 -2.8086815729075183","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:IDS_11_Desm_Bioma_Caat_Pamp_Pant_1_4","WFS","IBGE","features,IDS_11_Desm_Bioma_Caat_Pamp_Pant_1_4"
"CGEO:IDS_10_Desma_Bioma_Cerrado_1_2","pt","Bioma Cerrado(CGEO:IDS_10_Desma_Bioma_Cerrado_1_2)","","-62.21160798616385 -24.90846230976698","-39.420502720836154 -2.1173570444392817","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:IDS_10_Desma_Bioma_Cerrado_1_2","WFS","IBGE","IDS_10_Desma_Bioma_Cerrado_1_2,features"
"CGEO:IDS_09_Desm_Bioma_Mata_Atlantica_1_2","pt","Bioma Mata Atlântica(CGEO:IDS_09_Desm_Bioma_Mata_Atlantica_1_2)","","-55.663541757 -29.951732086183252","-34.823250050000006 -5.154059557830909","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:IDS_09_Desm_Bioma_Mata_Atlantica_1_2","WFS","IBGE","features,IDS_09_Desm_Bioma_Mata_Atlantica_1_2"
"CGEO:IDS_11_Desm_Bioma_Caat_Pamp_Pant_1_5","pt","Bioma Pampa(CGEO:IDS_11_Desm_Bioma_Caat_Pamp_Pant_1_5)","","-57.644336942 -33.75472943112795","-49.715899289 -28.083448350215765","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:IDS_11_Desm_Bioma_Caat_Pamp_Pant_1_5","WFS","IBGE","features,IDS_11_Desm_Bioma_Caat_Pamp_Pant_1_5"
"CGEO:IDS_11_Desm_Bioma_Caat_Pamp_Pant_1_6","pt","Bioma Pantanal(CGEO:IDS_11_Desm_Bioma_Caat_Pamp_Pant_1_6)","","-59.188860170999995 -22.118342282341192","-54.92231282400001 -15.52385692451283","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:IDS_11_Desm_Bioma_Caat_Pamp_Pant_1_6","WFS","IBGE","features,IDS_11_Desm_Bioma_Caat_Pamp_Pant_1_6"
"CGEO:ANMS2010_03_biomas","pt","Biomas(CGEO:ANMS2010_03_biomas)","","-73.9801254272461 -33.75435638340525","-34.8227844238281 5.250821113414231","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:ANMS2010_03_biomas","WFS","IBGE","ANMS2010_03_biomas,features"
"CGEO:AtlasMar_BiomasBrasil","pt","Biomas do Brasil(CGEO:AtlasMar_BiomasBrasil)","","-73.991437805849 -34.90164138247886","-28.83588440631039 5.345632593950837","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:AtlasMar_BiomasBrasil","WFS","IBGE","AtlasMar_BiomasBrasil,features"
"CREN:biomas_5000","pt","Biomas do Brasil 1:5.000.000(CREN:biomas_5000)","","-73.981 -35.808","-25.746 7.052","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CREN:biomas_5000","WFS","IBGE",""
"CGEO:AP_T_ArranjosPopulacionais_02_ComAltaEMediaAltaIntegracao","pt","Borda limite dos Arranjos Populacionais considerando Alta e Media Alta Integração      .(CGEO:AP_T_ArranjosPopulacionais_02_ComAltaEMediaAltaIntegracao)","","-70.621006622448 -33.75208126972389","-28.836094706184703 4.436746316733442","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:AP_T_ArranjosPopulacionais_02_ComAltaEMediaAltaIntegracao","WFS","IBGE","features,AP_T_ArranjosPopulacionais_02_ComAltaEMediaAltaIntegracao"
"CGEO:Brasil","pt","Brasil(CGEO:Brasil)","","-74.44199346542355 -37.26884149516433","-28.384550342559823 8.788601627699402","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:Brasil","WFS","IBGE","Brasil,features"
"CGEO:C01_BrasileirosResidentesnoExterior_2010","pt","Brasileiros Residentes no Exterior 2010(CGEO:C01_BrasileirosResidentesnoExterior_2010)","","-180.0 -90.0","180.000000335276 83.6236001622701","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C01_BrasileirosResidentesnoExterior_2010","WFS","IBGE","features,C01_BrasileirosResidentesnoExterior_2010"
"CCAR:brejo_pantano","pt","Brejo/Pântano(CCAR:brejo_pantano)","","-63.0 -2.0","-60.752 0.768","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CCAR:brejo_pantano","WFS","IBGE",""
"CGEO:C09_Budismo_ponderacao_2010","pt","Budismo ponderação 2010(CGEO:C09_Budismo_ponderacao_2010)","","-46.483325958252 -23.918153762117463","-45.783603668212905 -23.308597564010995","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C09_Budismo_ponderacao_2010","WFS","IBGE","C09_Budismo_ponderacao_2010,features"
"CGEO:Densidade Populacional 2010 Tocantins","pt","C04_DensidPop2010_TO(CGEO:Densidade Populacional 2010 Tocantins)","","-50.74206397844079 -13.467712663459789","-45.6966707448378 -5.168380514757204","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:Densidade Populacional 2010 Tocantins","WFS","IBGE","C04_DensidPop2010_TO,features"
"CGEO:C04_bioma_sit_fund_2010","pt","C04_bioma_sit_fund_2010(CGEO:C04_bioma_sit_fund_2010)","","-73.9800465944774 -33.75435433519165","-34.8228557605083 5.2508030355791115","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C04_bioma_sit_fund_2010","WFS","IBGE","C04_bioma_sit_fund_2010,features"
"CGEO:C05_procedencia_dos_migrantes_rn_2010","pt","C05_procedencia_dos_migrantes_rn_2010(CGEO:C05_procedencia_dos_migrantes_rn_2010)","","-63.8664645392402 -30.052756956933695","-34.8578824071627 2.878765028517168","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C05_procedencia_dos_migrantes_rn_2010","WFS","IBGE","C05_procedencia_dos_migrantes_rn_2010,features"
"CGEO:C05_procedencia_dos_migrantes_sp_2010","pt","C05_procedencia_dos_migrantes_sp_2010(CGEO:C05_procedencia_dos_migrantes_sp_2010)","","-63.8664645392402 -31.727090845400372","-34.8578824071627 -1.376543234902819","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C05_procedencia_dos_migrantes_sp_2010","WFS","IBGE","C05_procedencia_dos_migrantes_sp_2010,features"
"CGEO:C06_perc_pessoas_ocup_adm_publica_def_seg_soc_2010","pt","C06_perc_pessoas_ocup_adm_publica_def_seg_soc_2010(CGEO:C06_perc_pessoas_ocup_adm_publica_def_seg_soc_2010)","","-67.8105287004235 -30.03003677394836","-34.8733848135386 2.8166819190116454","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C06_perc_pessoas_ocup_adm_publica_def_seg_soc_2010","WFS","IBGE","features,C06_perc_pessoas_ocup_adm_publica_def_seg_soc_2010"
"CGEO:C06_percent_pessoas_ocup_ind_transf_construc_2010","pt","C06_percent_pessoas_ocup_ind_transf_construc_2010(CGEO:C06_percent_pessoas_ocup_ind_transf_construc_2010)","","-67.8105287004235 -30.03003677394836","-34.8733848135386 2.8166819190116454","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C06_percent_pessoas_ocup_ind_transf_construc_2010","WFS","IBGE","features,C06_percent_pessoas_ocup_ind_transf_construc_2010"
"CGEO:C06_pop_cidades_500K_1000K_1950","pt","C06_pop_cidades_500K_1000K_1950(CGEO:C06_pop_cidades_500K_1000K_1950)","","-34.881012650923104 -8.053502558278506","-34.8808126509231 -8.053302558278514","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C06_pop_cidades_500K_1000K_1950","WFS","IBGE","C06_pop_cidades_500K_1000K_1950,features"
"CGEO:C06_pop_cidades_500K_1000K_1980","pt","C06_pop_cidades_500K_1000K_1980(CGEO:C06_pop_cidades_500K_1000K_1980)","","-60.025065157016 -23.662530736728645","-43.0538140757407 -1.4557406609646202","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C06_pop_cidades_500K_1000K_1980","WFS","IBGE","C06_pop_cidades_500K_1000K_1980,features"
"CGEO:C06_pop_cidades_500K_1000K_2010","pt","C06_pop_cidades_500K_1000K_2010(CGEO:C06_pop_cidades_500K_1000K_2010)","","-56.0732520381911 -23.71030449930467","-34.8733848135386 -2.5318859849999975","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C06_pop_cidades_500K_1000K_2010","WFS","IBGE","features,C06_pop_cidades_500K_1000K_2010"
"CGEO:C06_pop_cidades_maiores_1000K_1950","pt","C06_pop_cidades_maiores_1000K_1950(CGEO:C06_pop_cidades_maiores_1000K_1950)","","-46.636062715197504 -23.54614732157164","-43.2074268697399 -22.901465556828665","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C06_pop_cidades_maiores_1000K_1950","WFS","IBGE","C06_pop_cidades_maiores_1000K_1950,features"
"CGEO:C06_pop_cidades_maiores_1000K_1980","pt","C06_pop_cidades_maiores_1000K_1980(CGEO:C06_pop_cidades_maiores_1000K_1980)","","-51.2299894057647 -30.03143034189754","-34.8809126509231 -3.716992102016738","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C06_pop_cidades_maiores_1000K_1980","WFS","IBGE","features,C06_pop_cidades_maiores_1000K_1980"
"CGEO:C06_pop_cidades_maiores_1000K_2010","pt","C06_pop_cidades_maiores_1000K_2010(CGEO:C06_pop_cidades_maiores_1000K_2010)","","-60.023335181061 -30.03003677394836","-34.8889419445777 -1.4598449999518752","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C06_pop_cidades_maiores_1000K_2010","WFS","IBGE","features,C06_pop_cidades_maiores_1000K_2010"
"CGEO:C06_pop_cidades_medias_200k_500K_1950","pt","C06_pop_cidades_medias_200k_500K_1950(CGEO:C06_pop_cidades_medias_200k_500K_1950)","","-51.2299894057647 -30.03143034189754","-38.510685522731706 -1.4557406609646202","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C06_pop_cidades_medias_200k_500K_1950","WFS","IBGE","C06_pop_cidades_medias_200k_500K_1950,features"
"CGEO:C06_pop_cidades_medias_200k_500K_1980","pt","C06_pop_cidades_medias_200k_500K_1980(CGEO:C06_pop_cidades_medias_200k_500K_1980)","","-54.6463937635399 -31.770259983869643","-34.85507910393591 -2.5295626607906834","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C06_pop_cidades_medias_200k_500K_1980","WFS","IBGE","C06_pop_cidades_medias_200k_500K_1980,features"
"CGEO:C06_pop_cidades_medias_200k_500K_2010","pt","C06_pop_cidades_medias_200k_500K_2010(CGEO:C06_pop_cidades_medias_200k_500K_2010)","","-67.8105287004235 -31.719597879984786","-34.8613103898235 2.8166819190116454","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C06_pop_cidades_medias_200k_500K_2010","WFS","IBGE","features,C06_pop_cidades_medias_200k_500K_2010"
"CGEO:C06_pop_cidades_medias_50k_200K_1950","pt","C06_pop_cidades_medias_50k_200K_1950(CGEO:C06_pop_cidades_medias_50k_200K_1950)","","-60.025065157016 -32.03330784168353","-34.8628553859659 -2.5295626607906834","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C06_pop_cidades_medias_50k_200K_1950","WFS","IBGE","C06_pop_cidades_medias_50k_200K_1950,features"
"CGEO:C06_pop_cidades_medias_50k_200K_1980","pt","C06_pop_cidades_medias_50k_200K_1980(CGEO:C06_pop_cidades_medias_50k_200K_1980)","","-67.8101390720024 -32.03330784168353","-34.8728568411736 0.0388864087764045","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C06_pop_cidades_medias_50k_200K_1980","WFS","IBGE","features,C06_pop_cidades_medias_50k_200K_1980"
